"Name","Category","Cost Price","Price","Quantity","Description","Status","Barcode","Barcode Type","Special Prices"
"wipes 84","casmetic","130","200","0","","Active","'5000207005506","EAN13",""
"mikyaj 21"," kitchan variety","70","130","4","","Active","'034533485003","EAN13",""
"butter knife"," kitchan variety","70","130","217","","Active","'4991203114969","EAN13",""
"china chori 2"," kitchan variety","80","130","30","","Active","'4991203128430","EAN13",""
"china chori  1"," kitchan variety","80","130","24","","Active","'4991203128393","EAN13",""
"fit me","casmetic","100","130","6","","Active","'6971568203025","EAN13",""
"heavan dove","casmetic","100","130","1","","Active","'52135215986","MSI",""
"eyebrow powder","casmetic","100","130","18","","Active","'6922221785686","EAN13",""
"shining light","casmetic","100","130","4","","Active","'6922221785648","EAN13",""
"ho boost s","casmetic","180","250","7","","Active","'6973568889117","EAN13",""
"gold sequins","casmetic","90","130","22","","Active","'6905624881100","EAN13",""
"delicate vip eyeliner","casmetic","200","250","2","","Active","'6903072480234","EAN13",""
"7 gold lovely","casmetic","100","130","2","","Active","'5633255521003","EAN13",""
"love rain lip gloss","casmetic","100","130","3","","Active","'6937118811447","EAN13",""
"potato 280 ml","casmetic","100","130","1","","Active","'3217315188027","EAN13",""
"closeup","casmetic","100","130","4","","Active","'8934839122485","EAN13",""
"7 gold","casmetic","100","130","10","","Active","'7 Gold Hair RemoverNaeem & Faheem Brother0304-1145783 / 0342-8627930","EAN13",""
"bloomo cream","casmetic","200","250","1","","Active","'8964003726829","EAN13",""
"moisturizer cream","casmetic","100","130","0","","Active","'6267945800674","EAN13",""
"mocoallure highlight","casmetic","200","250","3","","Active","'6972148251085","EAN13",""
"vaseline blueseal","casmetic","100","130","0","","Active","'6001085120946","EAN13",""
"baby shampoo 100 ml","casmetic","100","130","6","","Active","'9556006014547","EAN13",""
"baby shampoo","casmetic","100","130","1","","Active","'6260007501601","EAN13",""
"makeup removing oil 2","casmetic","250","300","6","","Active","'6928119806105","EAN13",""
"makeup removing oil","casmetic","250","300","6","","Active","'6928119806099","EAN13",""
"facemed","casmetic","180","250","5","","Active","'6971764120065","EAN13",""
"blue tonig","casmetic","230","250","5","","Active","'6975910698279","EAN13",""
"popo candy","casmetic","230","250","0","","Active","'6975910698255","EAN13",""
"fruit punch","casmetic","230","250","4","","Active","'6975910698248","EAN13",""
"Any land 18 kit ","casmetic","700","1000","2","","Active","'6933495868395","EAN13",""
"Any land kit ","casmetic","500","650","0","","Active","'6933495813661","EAN13",""
"Any lady","casmetic","500","650","1","","Active","'6933495810882","EAN13",""
"Anylandy","casmetic","500","700","4","","Active","'6933495811636","EAN13",""
"Mocoallure ","casmetic","350","500","5","","Active","'6972148237751","EAN13",""
"Ushas kit","casmetic","750","1000","5","","Active","'6924372604793","EAN13",""
"Made magic ","casmetic","1100","1400","1","","Active","'6972148236488","EAN13",""
"Aroma ","casmetic","100","130","0","","Active","'www.adore.pk","EAN13",""
"Derire ","casmetic","100","130","3","","Active","'8964003905613","EAN13",""
"Forever ","casmetic","100","130","6","","Active","'www.adore.pk","EAN13",""
"Florence honey ","casmetic","180","250","2","","Active","'5280270022352","EAN13",""
"Florence Loe vera ","casmetic","180","250","1","","Active","'5280270022338","EAN13",""
"Florance ","casmetic","180","250","5","","Active","'5280270022345","EAN13",""
"sunblock","casmetic","180","250","9","","Active","'1380201379624","EAN13",""
"blommo whitening face wash","casmetic","200","250","3","","Active","'8964003726164","EAN13",""
"sunscreen","casmetic","180","250","10","","Active","'2679468320029","EAN13",""
"7gold facewash","casmetic","180","250","0","","Active","'9780202328027","EAN13",""
"gold facewash","casmetic","180","250","10","","Active","'9780201377828","EAN13",""
"blommo rice mil face wash","casmetic","280","350","16","","Active","'8964003726256","EAN13",""
"aloevera gel","casmetic","150","200","4","","Active","'6920438306755","EAN13",""
"whitening cream","casmetic","200","250","12","","Active","'8850021005308","EAN13",""
"orange mask","casmetic","180","250","2","","Active","'2679466275024","EAN13",""
"mask green","casmetic","180","250","2","","Active","'2694574125870","EAN13",""
"black mask","casmetic","180","250","4","","Active","'2679466275024","EAN13",""
"skin white sun block","casmetic","180","250","3","","Active","'8964000578797","EAN13",""
"remover cream","casmetic","180","250","6","","Active","'8964002612086","EAN13",""
"b lite remover","casmetic","180","250","0","","Active","'8964000370261","EAN13",""
"hair remover","casmetic","180","250","4","","Active","'5689021458783","EAN13",""
"alovera gel 120ml","casmetic","100","130","10","","Active","'3044354933116","EAN13",""
"hair spary","casmetic","180","250","17","","Active","'2880201379628","EAN13",""
"hair remover","casmetic","100","130","5","","Active","'8964003905187","EAN13",""
"hair remover","casmetic","100","130","11","","Active","'8964003905194","EAN13",""
"hair remover ","casmetic","100","130","9","","Active","'8964003905170","EAN13",""
"olive scrub","casmetic","380","500","1","","Active","'6928001834667","EAN13",""
"almond scrub","casmetic","380","500","1","","Active","'6928001836586","EAN13",""
"apricot scrub","casmetic","380","500","1","","Active","'6928001834636","EAN13",""
"coffe scrub","casmetic","380","500","2","","Active","'6928001834889","EAN13",""
"charcol scrub","casmetic","380","500","3","","Active","'6928001836555","EAN13",""
"rice scrub","casmetic","380","500","1","","Active","'6928001836555","EAN13",""
"whitening cream","casmetic","100","130","1","","Active","'6959854220673","EAN13",""
"crack cream","casmetic","100","130","25","","Active","'www.adore.pk","EAN13",""
"lifeboy shampoo","casmetic","100","130","9","","Active","'8961014255959","EAN13",""
"head sholder","casmetic","100","130","1","","Active","'8001841299303","EAN13",""
"lifeboy shampoo","casmetic","100","130","4","","Active","'8961014266061","EAN13",""
"sunslik shampoo","casmetic","100","130","0","","Active","'8961014250367","EAN13",""
"pantine shampoo","casmetic","100","130","2","","Active","'8001841494067","EAN13",""
"ponds lotion ","casmetic","100","130","0","","Active","'4800888223111","EAN13",""
"jhonson lotion","casmetic","100","130","2","","Active","'3574669908115","EAN13",""
"onion shampoo","casmetic","180","250","15","","Active","'6261342403728","EAN13",""
"milk shampoo","casmetic","180","250","7","","Active","'2161220163330022","EAN13",""
"maxsoft shampoo","casmetic","180","250","0","","Active","'6261342403872","EAN13",""
"latifeh shampoo","casmetic","180","250","2","","Active","'6260007501502","EAN13",""
"soapex shampoo","casmetic","180","250","0","","Active","'6261342403810","EAN13",""
"soapex body wash","casmetic","180","250","0","","Active","'6261342403117","EAN13",""
"sunslik pink","casmetic","180","250","1","","Active","'8961014250381","EAN13",""
"lifeboy shampoo","casmetic","180","250","0","","Active","'8961014266092","EAN13",""
"soapex shampoo","casmetic","180","250","0","","Active","'6261342402004","EAN13",""
"lux shampoo","casmetic","180","250","0","","Active","'6260526401000","EAN13",""
"vatka 200ml","casmetic","180","250","16","","Active","'6291069208221","EAN13",""
"pantene shampoo","casmetic","180","250","1","","Active","'8001841494180","EAN13",""
"vatika shampoo","casmetic","180","250","1","","Active","'5022496103466","EAN13",""
"soapex shampoo","casmetic","180","250","0","","Active","'6261342403735","EAN13",""
"head sholder","casmetic","180","250","1","","Active","'8001841460383","EAN13",""
"dove shampoo","casmetic","180","250","1","","Active","'8718114621371","EAN13",""
"lerox shampoo","casmetic","180","250","4","","Active","'6269802300242","EAN13",""
"vatika shampoo","casmetic","180","250","0","","Active","'6291069701074","EAN13",""
"sunslik shampoo","casmetic","180","250","0","","Active","'8961014251944","EAN13",""
"lifeboy shampoo","casmetic","180","249.99","2","","Active","'8961014266108","EAN13",""
"Clinic shampoo","casmetic","180","250","0","","Active","'8901030636929","EAN13",""
"Bloomo habibi","casmetic","230","250","1","","Active","'8964003726898","EAN13",""
"Bloomo fashion ","casmetic","230","250","1","","Active","'8964003726423","EAN13",""
"Bloomo dream ","casmetic","230","250","1","","Active","'8964003726430","EAN13",""
"Bloomo fusion ","casmetic","230","250","15","","Active","'8964003726911","EAN13",""
"Bloomo jasmin pouder ","casmetic","230","250","10","","Active","'8964003726935","EAN13",""
"Soapex cream ","casmetic","150","250","0","","Active","'6261342402011","EAN13",""
"Delite hand wash ","casmetic","200","250","0","","Active","'653341108876","EAN13",""
"Delite hand wash ","casmetic","200","250","0","","Active","'653341108470","EAN13",""
"Delite hand wash ","casmetic","200","250","0","","Active","'653341108678","EAN13",""
"Bloomo hand wash ","casmetic","200","250","0","","Active","'8964003726621","EAN13",""
"Blooomo hand wash ","casmetic","200","250","0","","Active","'8964003726126","EAN13",""
"Panda hand wash ","casmetic","200","250","0","","Active","'8964002933136","EAN13",""
"Black market spary","casmetic","200","250","5","","Active","'6295124001857","EAN13",""
"Dove body lotion ","casmetic","200","250","13","","Active","'8711700887922","EAN13",""
"S kret body spry ","casmetic","200","250","5","","Active","'SH-7443267-5","EAN13",""
"Deer erasers ","stationery ","200","250","4","","Active","'8964000115909","EAN13",""
"Pure gold body spry ","casmetic","200","250","7","","Active","'6295124029387","EAN13",""
"Arabian asell ","casmetic","200","250","2","","Active","'1234567890984","CODE128",""
"Sapil body spry ","casmetic","200","250","5","","Active","'6295124027499","EAN13",""
"Jenny body spry ","casmetic","200","250","0","","Active","'6294015128437","EAN13",""
"Jenny body spry","casmetic","200","250","7","","Active","'6294015118391","EAN13",""
"Jenny body spry ","casmetic","200","250","1","","Active","'6294015128512","EAN13",""
"Yasrah body spry ","casmetic","350","500","4","","Active","'8906132882502","EAN13",""
"oudh body spry","casmetic","300","400","5","","Active","'8964002911868","EAN13",""
"Every one body spry","casmetic","600","700","0","","Active","'5414666008839","EAN13",""
"strom body spry","casmetic","350","500","5","","Active","'8699009447279","EAN13",""
"Hibas body spry","","600","700","2","","Active","'6246717265255","EAN13",""
"Lia kit","","380","500","1","","Active","'6926641048239","EAN13",""
